question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_1128,408,NSA 7; NSA 8; NSA 10; NSA 9; NSA 11; NSA 12; NSA 13; NSA 14,2025-08-22 11:16:58.33418+00,18,yes,Can be answered,Multi,"All 'Noise Sensitive Areas' (NSA) within the study area are associated with a number (e.g., NSA 1). Identify the NSAs located within Somerset County, Pennsylvania. Among these, which NSAs lie west of the 'Alignment AE' area? Provide your answer in the format NSA #.",Within,,NSA 7; NSA 8; NSA 10; NSA 9; NSA 11; NSA 12; NSA 13; NSA 14,3
q_1128,812,NSA 7; NSA 8; NSA 9; NSA 10; NSA 11; NSA 12; NSA 13; NSA 14,2025-08-26 03:58:58.060094+00,23,yes,Can be answered,Multi,"All 'Noise Sensitive Areas' (NSA) within the study area are associated with a number (e.g., NSA 1). Identify the NSAs located within Somerset County, Pennsylvania. Among these, which NSAs lie west of the 'Alignment AE' area? Provide your answer in the format NSA #.",Within,,NSA 7; NSA 8; NSA 10; NSA 9; NSA 11; NSA 12; NSA 13; NSA 14,3
q_1128,940,NSA 7; NSA 8; NSA 10; NSA 9; NSA 11; NSA 12; NSA 13; NSA 14,2025-08-27 01:36:01.593118+00,19,yes,Can be answered,Multi,"All 'Noise Sensitive Areas' (NSA) within the study area are associated with a number (e.g., NSA 1). Identify the NSAs located within Somerset County, Pennsylvania. Among these, which NSAs lie west of the 'Alignment AE' area? Provide your answer in the format NSA #.",Within,,NSA 7; NSA 8; NSA 10; NSA 9; NSA 11; NSA 12; NSA 13; NSA 14,3
q_1131,638,"Intermittent, One-Parameter",2025-08-25 04:30:13.956515+00,14,,Can be answered,Single,"Identify the 'SLC-6 Modification Area' within the 'South Drainage' area. Which 'Hydrology Regime, Wetland Status' category does it intersect?",Intersect,,"Intermittent, One-Parameter",3
q_1131,815,"Intermittent, One-Parameter",2025-08-26 04:05:50.116949+00,23,,Can be answered,Single,"Identify the 'SLC-6 Modification Area' within the 'South Drainage' area. Which 'Hydrology Regime, Wetland Status' category does it intersect?",Intersect,,"Intermittent, One-Parameter",3
q_1131,889,"Intermittent, One-Parameter",2025-08-26 06:09:37.789078+00,15,,Can be answered,Single,"Identify the 'SLC-6 Modification Area' within the 'South Drainage' area. Which 'Hydrology Regime, Wetland Status' category does it intersect?",Intersect,,"Intermittent, One-Parameter",3
q_1133,409,Deal Farm; Jacob Glotfelty Barn,2025-08-22 11:17:08.530348+00,18,,Can be answered,Single,Identify 'Greenville Road' that intersects with the 'Detailed Alternative LOD' area. Which 'NRHP Eligible' areas does Greenville Road act as a boundary between?,Border,,Deal Farm; Jacob Glotfelty Barn,3
q_1133,817,Jacob Glotfelty Barn; Deal Farm,2025-08-26 04:11:53.024194+00,23,,Can be answered,Single,Identify 'Greenville Road' that intersects with the 'Detailed Alternative LOD' area. Which 'NRHP Eligible' areas does Greenville Road act as a boundary between?,Border,,Deal Farm; Jacob Glotfelty Barn,3
q_1133,942,Deal Farm; Jacob Glotfelty Barn,2025-08-27 01:36:15.187337+00,19,,Can be answered,Single,Identify 'Greenville Road' that intersects with the 'Detailed Alternative LOD' area. Which 'NRHP Eligible' areas does Greenville Road act as a boundary between?,Border,,Deal Farm; Jacob Glotfelty Barn,3
q_1134,818,SR 669 Weight Restrictions,2025-08-26 04:18:31.704385+00,23,,Can be answered,Single,Identify the 'I-68 Corridor Overuse' area near Somerset. Which area is intersected by the boundary of the identified area?,Intersect,,SR 669 Weight Restrictions,3
q_1134,994,SR 669 Weight Restrictions,2025-08-27 05:53:38.246347+00,21,,Can be answered,Single,Identify the 'I-68 Corridor Overuse' area near Somerset. Which area is intersected by the boundary of the identified area?,Intersect,,SR 669 Weight Restrictions,3
q_1134,1040,SR 669 Weight Restrictions,2025-08-27 23:32:14.456209+00,20,,Can be answered,Single,Identify the 'I-68 Corridor Overuse' area near Somerset. Which area is intersected by the boundary of the identified area?,Intersect,,SR 669 Weight Restrictions,3
q_1135,819,Coral Ocean Point Resort,2025-08-26 04:20:31.718438+00,23,,Can be answered,Single,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). Among the receptors with codes beginning with 'S', which one is located closest to the '115 dB' boundary of Explosives Training Range 40lb Cratering Charge (PK15) Noise Contours? Give just the name",Distance,,Coral Ocean Point Resort,3
q_1135,953,Coral Ocean Point Resort,2025-08-27 01:55:27.435854+00,13,,Can be answered,Single,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). Among the receptors with codes beginning with 'S', which one is located closest to the '115 dB' boundary of Explosives Training Range 40lb Cratering Charge (PK15) Noise Contours? Give just the name",Distance,,Coral Ocean Point Resort,3
q_1135,1006,Coral Ocean Point Resort,2025-08-27 06:13:19.121941+00,12,,Can be answered,Single,"In Tinian, each 'Noise Sensitive Receptor' is assigned a unique code in the format {Letter}{Number} and has an associated name (e.g., code 'T1' corresponds to 'Tinian High School'). Among the receptors with codes beginning with 'S', which one is located closest to the '115 dB' boundary of Explosives Training Range 40lb Cratering Charge (PK15) Noise Contours? Give just the name",Distance,,Coral Ocean Point Resort,3
q_1136,639,Banana Creek,2025-08-25 04:35:55.223613+00,14,yes,Can be answered,Multi,Identify the 'Vehicle Assembly Building' within the KSC Property Boundary. What is the name of the body of water that borders it?,Border,,Banana Creek,3
q_1136,820,Banana Creek,2025-08-26 04:23:21.966581+00,23,yes,Can be answered,Multi,Identify the 'Vehicle Assembly Building' within the KSC Property Boundary. What is the name of the body of water that borders it?,Border,,Banana Creek,3
q_1136,890,Banana Creek,2025-08-26 06:11:16.329777+00,15,yes,Can be answered,Multi,Identify the 'Vehicle Assembly Building' within the KSC Property Boundary. What is the name of the body of water that borders it?,Border,,Banana Creek,3
q_1138,410,2,2025-08-22 11:17:16.898327+00,18,yes,Can be answered,Multi,How many 'Existing Water Storage Tanks' are located within the 'Low-Permeability Tinian Pyroclastic Rocks at Sea Level' area in Tinian?,Within,,2,3
q_1138,822,2,2025-08-26 04:28:35.876306+00,23,yes,Can be answered,Multi,How many 'Existing Water Storage Tanks' are located within the 'Low-Permeability Tinian Pyroclastic Rocks at Sea Level' area in Tinian?,Within,,2,3
q_1138,943,2,2025-08-27 01:36:26.151639+00,19,yes,Can be answered,Multi,How many 'Existing Water Storage Tanks' are located within the 'Low-Permeability Tinian Pyroclastic Rocks at Sea Level' area in Tinian?,Within,,2,3
q_1139,823,"Track Alignment, Below Grade",2025-08-26 04:31:01.924682+00,23,yes,Can be answered,Multi,"The Buffalo-Amherst–Tonawanda Corridor Transit Expansion includes several categories of 'Track Alignments' (legend labels beginning with 'Track Alignment,'). Identify the 'LIGHT RAIL GRADE SEPARATED' line located along Maple Road and Sweet Home Road. With which type of Track Alignment line does this segment overlap?",Equal,,"Track Alignment, Below Grade",3
q_1139,996,"Track Alignment, Below Grade",2025-08-27 05:55:38.818186+00,21,yes,Can be answered,Multi,"The Buffalo-Amherst-Tonawanda Corridor Transit Expansion includes several categories of 'Track Alignments' (legend labels beginning with 'Track Alignment,'). Identify the 'LIGHT RAIL GRADE SEPARATED' line located along Maple Road and Sweet Home Road. With which type of Track Alignment line does this segment overlap?",Equal,,"Track Alignment, Below Grade",3
q_1139,1041,"Track Alignment, Below Grade",2025-08-27 23:33:40.84979+00,20,yes,Can be answered,Multi,"The Buffalo-Amherst-Tonawanda Corridor Transit Expansion includes several categories of 'Track Alignments' (legend labels beginning with 'Track Alignment,'). Identify the 'LIGHT RAIL GRADE SEPARATED' line located along Maple Road and Sweet Home Road. With which type of Track Alignment line does this segment overlap?",Equal,,"Track Alignment, Below Grade",3
q_1140,824,Access Road,2025-08-26 04:32:09.618024+00,23,,Can be answered,Single,"Within the Proposed Action Land Zones of SLC-6, which feature shares a border with both the 'Vegetation Maintenance Area' and the 'Gravel Apron'?",Border,,Access Road,3
q_1140,954,Access Road,2025-08-27 01:57:20.701254+00,13,,Can be answered,Single,"Within the Proposed Action Land Zones of SLC-6, which feature shares a border with both the 'Vegetation Maintenance Area' and the 'Gravel Apron'?",Border,,Access Road,3
q_1140,1007,Access Road,2025-08-27 06:14:05.925864+00,12,,Can be answered,Single,"Within the Proposed Action Land Zones of SLC-6, which feature shares a border with both the 'Vegetation Maintenance Area' and the 'Gravel Apron'?",Border,,Access Road,3
q_1143,411,South,2025-08-22 11:18:39.98433+00,18,yes,Can be answered,Multi,What is the orientation of the 'Receptor Location' numbered '17' in relation to the 'Central Targeting Tower' near the 'Eagle Pass City Boundary'?,Orientation,,South,3
q_1143,827,South,2025-08-26 04:45:06.802951+00,23,yes,Can be answered,Multi,What is the orientation of the 'Receptor Location' numbered '17' in relation to the 'Central Targeting Tower' near the 'Eagle Pass City Boundary'?,Orientation,,South,3
q_1143,944,South,2025-08-27 01:36:37.399224+00,19,yes,Can be answered,Multi,What is the orientation of the 'Receptor Location' numbered '17' in relation to the 'Central Targeting Tower' near the 'Eagle Pass City Boundary'?,Orientation,,South,3
q_1144,828,10,2025-08-26 04:46:52.200053+00,23,,Can be answered,Single,"The area around the 'LC-39A Boundary' is divided into 11 numbered regions. Identify the regions that are intersected only by the boundary of the '2 PSF (APE)' zone. Among those regions, which one has the higher count of 'Previously Recorded Historic Buildings'? Provide only the associated number.",Intersect,,10,3
q_1144,997,10,2025-08-27 05:57:06.841901+00,21,,Can be answered,Single,"The area around the 'LC-39A Boundary' is divided into 11 numbered regions. Identify the regions that are intersected only by the boundary of the '2 PSF (APE)' zone. Among those regions, which one has the higher count of 'Previously Recorded Historic Buildings'? Provide only the associated number.",Intersect,,10,3
q_1144,1042,10,2025-08-27 23:34:27.657501+00,20,,Can be answered,Single,"The area around the 'LC-39A Boundary' is divided into 11 numbered regions. Identify the regions that are intersected only by the boundary of the '2 PSF (APE)' zone. Among those regions, which one has the higher count of 'Previously Recorded Historic Buildings'? Provide only the associated number.",Intersect,,10,3
q_1146,641,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,2025-08-25 04:43:14.243354+00,14,,Can be answered,Single,Identify the 'Physiographic Province' in which 'Portland' is located. Which 'Physiographic Provinces' share a border with the identified province?,Border,,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,3
q_1146,830,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,2025-08-26 04:49:47.242511+00,23,,Can be answered,Single,Identify the 'Physiographic Province' in which 'Portland' is located. Which 'Physiographic Provinces' share a border with the identified province?,Border,,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,3
q_1146,892,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,2025-08-26 06:14:23.757323+00,15,,Can be answered,Single,Identify the 'Physiographic Province' in which 'Portland' is located. Which 'Physiographic Provinces' share a border with the identified province?,Border,,Oregon Coast Range; Western Oregon Cascades; Western Washington Lowlands,3
q_1147,795,22-2522,2025-08-26 02:57:57.243247+00,16,,Can be answered,Single,All Survey Type areas are associated with a code in the format 22-#. Identify the northwestern border of the 'Inner Harbor Navigation Canal APE.' What is the code number of the 'Phase I' Survey Type area that shares a border with the 'Inner Harbor Navigation Canal APE'?,Border,,22-2522,3
q_1147,831,22-2522,2025-08-26 04:50:56.608927+00,23,,Can be answered,Single,All Survey Type areas are associated with a code in the format 22-#. Identify the northwestern border of the 'Inner Harbor Navigation Canal APE.' What is the code number of the 'Phase I' Survey Type area that shares a border with the 'Inner Harbor Navigation Canal APE'?,Border,,22-2522,3
q_1147,879,22-2522,2025-08-26 05:14:40.674173+00,17,,Can be answered,Single,All Survey Type areas are associated with a code in the format 22-#. Identify the northwestern border of the 'Inner Harbor Navigation Canal APE.' What is the code number of the 'Phase I' Survey Type area that shares a border with the 'Inner Harbor Navigation Canal APE'?,Border,,22-2522,3
q_1148,412,West,2025-08-22 11:19:36.983912+00,18,yes,Can be answered,Multi,Identify the 'Prev. Recorded Historic Bridge' labeled '8BR02956' along Nasa Pkwy W and the 'Prev. Recorded Historic Building' labeled '8BR01693*'. What is the orientation of the bridge in relation to the building?,Orientation,,West,3
q_1148,832,North West,2025-08-26 04:52:30.421275+00,23,yes,Can be answered,Multi,Identify the 'Prev. Recorded Historic Bridge' labeled '8BR02956' along Nasa Pkwy W and the 'Prev. Recorded Historic Building' labeled '8BR01693*'. What is the orientation of the bridge in relation to the building?,Orientation,,West,3
q_1148,945,West,2025-08-27 01:36:48.624282+00,19,yes,Can be answered,Multi,Identify the 'Prev. Recorded Historic Bridge' labeled '8BR02956' along Nasa Pkwy W and the 'Prev. Recorded Historic Building' labeled '8BR01693*'. What is the orientation of the bridge in relation to the building?,Orientation,,West,3
q_1150,834,46MILES,2025-08-26 04:56:21.235427+00,23,,Can be answered,Single,What is thhis region? Provide the answer in the exact range format ({number}-{number}) without the percentage (%) symbol.,Distance,,40 Miles,3
q_1150,957,50 miles,2025-08-27 01:59:53.429304+00,13,,Can be answered,Single,What is the approximate straight-line distance between the SLC-6 Launch Site and the 2 psf contour of the Falcon Heavy Launch line?,Distance,,40 Miles,3
q_1150,1009,50 miles,2025-08-27 06:16:31.919839+00,12,,Can be answered,Single,What is the approximate straight-line distance between the SLC-6 Launch Site and the 2 psf contour of the Falcon Heavy Launch line?,Distance,,40 Miles,3
q_1152,796,Bus,2025-08-26 02:59:02.778379+00,16,yes,Can be answered,Multi,"Among the four points with the highest Average Travel Time, identify the one located in the CHANGI region. What is the dominant transport mode at this point? Omit the word 'Mainly'.",Equal,,Bus,3
q_1152,841,Bus,2025-08-26 04:59:13.75815+00,23,yes,Can be answered,Multi,"Among the four points with the highest Average Travel Time, identify the one located in the CHANGI region. What is the dominant transport mode at this point? Omit the word 'Mainly'.",Equal,,Bus,3
